Starting periodic logging of 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py'
Interval: 1.0 seconds
Output directory: C:\mr-coding-tutor-unity\data\P16-MRHuman\period
Content changed, saved copy to: C:\mr-coding-tutor-unity\data\P16-MRHuman\period\20250722_154828_main_P16-MRHuman.py
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
Content changed, saved copy to: C:\mr-coding-tutor-unity\data\P16-MRHuman\period\20250722_155721_main_P16-MRHuman.py
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
Content changed, saved copy to: C:\mr-coding-tutor-unity\data\P16-MRHuman\period\20250722_155728_main_P16-MRHuman.py
Content changed, saved copy to: C:\mr-coding-tutor-unity\data\P16-MRHuman\period\20250722_155729_main_P16-MRHuman.py
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
Content changed, saved copy to: C:\mr-coding-tutor-unity\data\P16-MRHuman\period\20250722_155733_main_P16-MRHuman.py
Content changed, saved copy to: C:\mr-coding-tutor-unity\data\P16-MRHuman\period\20250722_155734_main_P16-MRHuman.py
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
Content changed, saved copy to: C:\mr-coding-tutor-unity\data\P16-MRHuman\period\20250722_155736_main_P16-MRHuman.py
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
Content changed, saved copy to: C:\mr-coding-tutor-unity\data\P16-MRHuman\period\20250722_155739_main_P16-MRHuman.py
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
Content changed, saved copy to: C:\mr-coding-tutor-unity\data\P16-MRHuman\period\20250722_155742_main_P16-MRHuman.py
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
Content changed, saved copy to: C:\mr-coding-tutor-unity\data\P16-MRHuman\period\20250722_155751_main_P16-MRHuman.py
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
Content changed, saved copy to: C:\mr-coding-tutor-unity\data\P16-MRHuman\period\20250722_155753_main_P16-MRHuman.py
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
Content changed, saved copy to: C:\mr-coding-tutor-unity\data\P16-MRHuman\period\20250722_155755_main_P16-MRHuman.py
Content changed, saved copy to: C:\mr-coding-tutor-unity\data\P16-MRHuman\period\20250722_155756_main_P16-MRHuman.py
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
Content changed, saved copy to: C:\mr-coding-tutor-unity\data\P16-MRHuman\period\20250722_155801_main_P16-MRHuman.py
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
Content changed, saved copy to: C:\mr-coding-tutor-unity\data\P16-MRHuman\period\20250722_155803_main_P16-MRHuman.py
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
Content changed, saved copy to: C:\mr-coding-tutor-unity\data\P16-MRHuman\period\20250722_155805_main_P16-MRHuman.py
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
Content changed, saved copy to: C:\mr-coding-tutor-unity\data\P16-MRHuman\period\20250722_155809_main_P16-MRHuman.py
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
Content changed, saved copy to: C:\mr-coding-tutor-unity\data\P16-MRHuman\period\20250722_155812_main_P16-MRHuman.py
Content changed, saved copy to: C:\mr-coding-tutor-unity\data\P16-MRHuman\period\20250722_155813_main_P16-MRHuman.py
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
Content changed, saved copy to: C:\mr-coding-tutor-unity\data\P16-MRHuman\period\20250722_155822_main_P16-MRHuman.py
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
Content changed, saved copy to: C:\mr-coding-tutor-unity\data\P16-MRHuman\period\20250722_155825_main_P16-MRHuman.py
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
Content changed, saved copy to: C:\mr-coding-tutor-unity\data\P16-MRHuman\period\20250722_155830_main_P16-MRHuman.py
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
Content changed, saved copy to: C:\mr-coding-tutor-unity\data\P16-MRHuman\period\20250722_155832_main_P16-MRHuman.py
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
Content changed, saved copy to: C:\mr-coding-tutor-unity\data\P16-MRHuman\period\20250722_155848_main_P16-MRHuman.py
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
Content changed, saved copy to: C:\mr-coding-tutor-unity\data\P16-MRHuman\period\20250722_155852_main_P16-MRHuman.py
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
Content changed, saved copy to: C:\mr-coding-tutor-unity\data\P16-MRHuman\period\20250722_155857_main_P16-MRHuman.py
Content changed, saved copy to: C:\mr-coding-tutor-unity\data\P16-MRHuman\period\20250722_155858_main_P16-MRHuman.py
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
Content changed, saved copy to: C:\mr-coding-tutor-unity\data\P16-MRHuman\period\20250722_155901_main_P16-MRHuman.py
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
Content changed, saved copy to: C:\mr-coding-tutor-unity\data\P16-MRHuman\period\20250722_155904_main_P16-MRHuman.py
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
Content changed, saved copy to: C:\mr-coding-tutor-unity\data\P16-MRHuman\period\20250722_155922_main_P16-MRHuman.py
Content changed, saved copy to: C:\mr-coding-tutor-unity\data\P16-MRHuman\period\20250722_155923_main_P16-MRHuman.py
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
Content changed, saved copy to: C:\mr-coding-tutor-unity\data\P16-MRHuman\period\20250722_155926_main_P16-MRHuman.py
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
Content changed, saved copy to: C:\mr-coding-tutor-unity\data\P16-MRHuman\period\20250722_155930_main_P16-MRHuman.py
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
Content changed, saved copy to: C:\mr-coding-tutor-unity\data\P16-MRHuman\period\20250722_155935_main_P16-MRHuman.py
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
Content changed, saved copy to: C:\mr-coding-tutor-unity\data\P16-MRHuman\period\20250722_155937_main_P16-MRHuman.py
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
Content changed, saved copy to: C:\mr-coding-tutor-unity\data\P16-MRHuman\period\20250722_155944_main_P16-MRHuman.py
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
Content changed, saved copy to: C:\mr-coding-tutor-unity\data\P16-MRHuman\period\20250722_155946_main_P16-MRHuman.py
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
Content changed, saved copy to: C:\mr-coding-tutor-unity\data\P16-MRHuman\period\20250722_155952_main_P16-MRHuman.py
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
Content changed, saved copy to: C:\mr-coding-tutor-unity\data\P16-MRHuman\period\20250722_155956_main_P16-MRHuman.py
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
Content changed, saved copy to: C:\mr-coding-tutor-unity\data\P16-MRHuman\period\20250722_160010_main_P16-MRHuman.py
Content changed, saved copy to: C:\mr-coding-tutor-unity\data\P16-MRHuman\period\20250722_160011_main_P16-MRHuman.py
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
Content changed, saved copy to: C:\mr-coding-tutor-unity\data\P16-MRHuman\period\20250722_160013_main_P16-MRHuman.py
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
Content changed, saved copy to: C:\mr-coding-tutor-unity\data\P16-MRHuman\period\20250722_160023_main_P16-MRHuman.py
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
Content changed, saved copy to: C:\mr-coding-tutor-unity\data\P16-MRHuman\period\20250722_160026_main_P16-MRHuman.py
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
Content changed, saved copy to: C:\mr-coding-tutor-unity\data\P16-MRHuman\period\20250722_160034_main_P16-MRHuman.py
Content changed, saved copy to: C:\mr-coding-tutor-unity\data\P16-MRHuman\period\20250722_160035_main_P16-MRHuman.py
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
Content changed, saved copy to: C:\mr-coding-tutor-unity\data\P16-MRHuman\period\20250722_160037_main_P16-MRHuman.py
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
Content changed, saved copy to: C:\mr-coding-tutor-unity\data\P16-MRHuman\period\20250722_160039_main_P16-MRHuman.py
Content changed, saved copy to: C:\mr-coding-tutor-unity\data\P16-MRHuman\period\20250722_160040_main_P16-MRHuman.py
Content changed, saved copy to: C:\mr-coding-tutor-unity\data\P16-MRHuman\period\20250722_160041_main_P16-MRHuman.py
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
Content changed, saved copy to: C:\mr-coding-tutor-unity\data\P16-MRHuman\period\20250722_160055_main_P16-MRHuman.py
Content changed, saved copy to: C:\mr-coding-tutor-unity\data\P16-MRHuman\period\20250722_160056_main_P16-MRHuman.py
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
Content changed, saved copy to: C:\mr-coding-tutor-unity\data\P16-MRHuman\period\20250722_160116_main_P16-MRHuman.py
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
Content changed, saved copy to: C:\mr-coding-tutor-unity\data\P16-MRHuman\period\20250722_160118_main_P16-MRHuman.py
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
No changes detected in 'C:\mr-coding-tutor-unity\data\P16-MRHuman\main_P16-MRHuman.py', skipping save
